t,truck_id,shovel_id,event,payload_t
12354.5,23,6,load,0.0
12375.8,18,101,dump,214.7
12381.4,5,5,haul,102.9
12397.0,2,3,load,0.0
12397.0,15,3,haul,98.0
12417.8,18,101,return,0.0
12431.8,6,2,load,0.0
12431.8,12,2,haul,225.7
12471.9,23,6,haul,100.5
12473.5,7,4,load,0.0
12473.5,20,4,haul,238.5
12483.8,21,101,dump,100.1
12532.3,21,101,return,0.0
12532.8,17,101,dump,102.9
12556.2,14,1,haul,219.7
12596.6,17,101,return,0.0
12596.6,25,101,dump,97.0
12648.1,7,4,haul,97.2
12648.1,8,4,load,0.0
12655.9,22,101,dump,214.8
12655.9,25,101,return,0.0
12685.1,4,5,load,0.0
12706.0,19,101,dump,107.5
12706.0,22,101,return,0.0
12761.7,16,1,load,0.0
12768.5,11,101,dump,98.5
12768.5,19,101,return,0.0
12803.7,2,3,haul,241.8
12806.6,1,101,dump,100.2
12806.6,11,101,return,0.0
12811.1,6,2,haul,242.8
12811.1,10,2,load,0.0
12859.0,1,101,return,0.0
12859.0,9,101,dump,98.0
12911.4,3,101,dump,103.1
12911.4,9,101,return,0.0
12912.4,4,5,haul,214.1
12946.8,8,4,haul,244.1
12968.7,3,101,return,0.0
12968.7,5,101,dump,102.9
13021.3,5,101,return,0.0
13021.3,20,101,dump,238.5
13080.8,13,101,dump,98.1
13080.8,20,101,return,0.0
13133.6,12,101,dump,225.7
13133.6,13,101,return,0.0
13165.9,16,1,haul,211.2
13190.2,12,101,return,0.0
13190.2,14,101,dump,219.7
13220.5,10,2,haul,223.5
13243.6,7,101,dump,97.2
13243.6,14,101,return,0.0
13289.2,7,101,return,0.0
13289.2,23,101,dump,100.5
13299.5,24,5,load,0.0
13343.9,15,101,dump,98.0
13343.9,23,101,return,0.0
13345.0,17,4,load,0.0
13382.8,18,6,load,0.0
13404.0,8,101,dump,244.1
13404.0,15,101,return,0.0
13458.4,6,101,dump,242.8
13458.4,8,101,return,0.0
13493.6,17,4,haul,96.6
13493.6,25,4,load,0.0
13503.6,4,101,dump,214.1
13503.6,6,101,return,0.0
13513.5,19,1,load,0.0
13525.3,21,3,load,0.0
13546.6,4,101,return,0.0
13575.7,2,101,dump,241.8
13587.9,22,5,load,0.0
13587.9,24,5,haul,212.3
13612.3,18,6,haul,244.4
13613.2,11,2,load,0.0
13621.6,2,101,return,0.0
13641.9,19,1,haul,101.6
13651.3,25,4,haul,99.5
13652.7,9,1,load,0.0
13677.9,16,101,dump,211.2
13690.2,3,6,load,0.0
13708.4,13,4,load,0.0
13719.8,21,3,haul,98.9
13741.1,16,101,return,0.0
13783.8,1,2,load,0.0
13783.8,11,2,haul,99.1
13795.3,9,1,haul,102.0
13798.7,14,1,load,0.0
13824.6,10,101,dump,223.5
13825.1,5,3,load,0.0
13860.9,3,6,haul,102.2
13868.7,20,5,load,0.0
13868.7,22,5,haul,205.1
13877.2,10,101,return,0.0
13889.0,13,4,haul,99.2
13889.0,15,4,load,0.0
13950.1,7,6,load,0.0
13971.7,1,2,haul,86.5
13971.7,12,2,load,0.0
13976.0,5,3,haul,98.6
13980.5,17,101,dump,96.6
14026.3,17,101,return,0.0
14026.6,6,4,load,0.0
14026.6,15,4,haul,94.9
14058.5,7,6,haul,93.0
14112.7,20,5,haul,233.9
14112.7,23,5,load,0.0
14133.2,24,101,dump,212.3
14178.5,24,101,return,0.0
14189.3,14,1,haul,234.9
14206.1,25,101,dump,99.5
14243.0,8,6,load,0.0
14243.4,12,2,haul,215.7
14257.8,2,5,load,0.0
14257.8,23,5,haul,102.5
14258.8,19,101,dump,101.6
14258.8,25,101,return,0.0
14323.8,18,101,dump,244.4
14323.8,19,101,return,0.0
14366.5,9,101,dump,102.0
14366.5,18,101,return,0.0
14410.8,6,4,haul,233.1
14422.9,9,101,return,0.0
14422.9,13,101,dump,99.2
14451.3,4,3,load,0.0
14469.4,13,101,return,0.0
14469.4,22,101,dump,205.1
14473.8,8,6,haul,221.8
14516.4,11,101,dump,99.1
14516.4,22,101,return,0.0
14530.6,2,5,haul,237.6
14570.2,11,101,return,0.0
14570.2,21,101,dump,98.9
14637.4,15,101,dump,94.9
14637.4,21,101,return,0.0
14695.0,3,101,dump,102.2
14695.0,15,101,return,0.0
14753.9,1,101,dump,86.5
14753.9,3,101,return,0.0
14793.9,4,3,haul,249.2
14812.6,1,101,return,0.0
14812.6,20,101,dump,233.9
14857.9,7,101,dump,93.0
14857.9,20,101,return,0.0
14903.2,7,101,return,0.0
14903.2,14,101,dump,234.9
14949.2,5,101,dump,98.6
14949.2,14,101,return,0.0
14997.0,5,101,return,0.0
14997.0,23,101,dump,102.5
15061.1,12,101,dump,215.7
15061.1,23,101,return,0.0
15063.7,17,4,load,0.0
15070.6,16,1,load,0.0
15086.0,24,5,load,0.0
15100.5,10,2,load,0.0
15109.5,6,101,dump,233.1
15109.5,12,101,return,0.0
15165.1,2,101,dump,237.6
15165.1,6,101,return,0.0
15165.8,25,6,load,0.0
15214.7,2,101,return,0.0
15214.7,8,101,dump,221.8
15222.1,17,4,haul,97.4
15222.1,18,4,load,0.0
15270.5,8,101,return,0.0
15321.7,11,6,load,0.0
15321.7,25,6,haul,93.7
15346.1,19,5,load,0.0
15346.1,24,5,haul,213.8
15354.4,13,3,load,0.0
15396.0,16,1,haul,201.3
15396.0,22,1,load,0.0
15407.6,9,2,load,0.0
15407.6,10,2,haul,215.7
15427.8,7,6,load,0.0
15427.8,11,6,haul,95.9
15463.4,15,5,load,0.0
15463.4,19,5,haul,93.8
15503.5,13,3,haul,99.5
15503.5,21,3,load,0.0
15523.1,7,6,haul,95.6
15567.1,1,2,load,0.0
15567.1,9,2,haul,99.1
15580.0,3,4,load,0.0
15580.0,18,4,haul,205.1
15594.5,4,101,dump,249.2
15597.5,5,5,load,0.0
15597.5,15,5,haul,105.8
15646.3,14,3,load,0.0
15646.3,21,3,haul,98.1
15659.0,4,101,return,0.0
15665.9,17,101,dump,97.4
15676.6,2,6,load,0.0
15731.6,17,101,return,0.0
15760.4,5,5,haul,93.5
15764.2,3,4,haul,112.4
15764.2,23,4,load,0.0
15791.4,20,1,load,0.0
15791.4,22,1,haul,220.8
15838.2,24,101,dump,213.8
15864.0,1,2,haul,93.3
15864.0,12,2,load,0.0
15865.3,2,6,haul,226.7
15895.8,24,101,return,0.0
15898.4,25,101,dump,93.7
15944.2,16,101,dump,201.3
15944.2,25,101,return,0.0
15994.3,16,101,return,0.0
